微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
J5ff26Ih0,#法考延期#【#法考客观题考试暂定延至10月底#】司法部法律职业资格管理局今天发布通知，经研究决定，原定于2020年9月5日、6日举行的法律职业资格考试客观题考试暂定延迟至2020年10月底举行，原定于10月17日举行的法律职业资格考试主观题考试暂定延迟至11月下旬举行。具体考试时间和相关工作安排，以司法部公告为准。 原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1gfhiu8nu9wj20qo0fgdh1.jpg,无,无,2020-06-05 17:04,微博 weibo.com,4102,862,640
J5eJzbuIf,【#耿爽正式卸任外交部发言人#】外交部发言人耿爽今天（5日）正式卸任发言人一职。作为外交部第30任发言人，耿爽自2016年9月26日亮相以来，共主持了近400场记者会，留下不少的外交“金句”，而他的妙语连珠、犀利反驳和“耿式”笑容，也给广大民众留下深刻印象。据悉，此次卸任外交部发言人一职后，他即将开启新的任职。 原图 ,,http://wx4.sinaimg.cn/large/a716fd45ly1gfhgllx29oj20he09sjrs.jpg,无,无,2020-06-05 15:46,微博 weibo.com,23006,1970,2496
J5eDXEy89,【#穿山甲由国家二级保护动物提升至一级#】为进一步加大对穿山甲的保护力度，我国将穿山甲属所有种由国家二级保护野生动物提升至一级，这标志着当前在我国自然分布的中华穿山甲，以及据文献记载我国曾有分布的马来穿山甲和印度穿山甲将受到严格保护。据了解，中华穿山甲曾广泛分布于我国大陆地区长江以南17个省区市。由于过度猎捕利用和栖息地破坏，其分布范围不断缩小，种群数量急剧下降，保护形势非常严峻。根据2003年发布的第一次全国陆生野生动物资源调查结果，中华穿山甲分布范围已缩减至11个省份，数量降至约6.4万只。（新华社） [组图共9张] 原图 ,,"http://ww4.sinaimg.cn/large/a716fd45ly1gfhg77fsi8j20dw0dwad9.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gfhg77emcyj20dw0dw41i.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gfhg77et98j20dw0dwwhm.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gfhg77em6mj20dw0dwacj.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gfhg77fbd3j20dw0dw772.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gfhg77clqsj20go0b2aai.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gfhg77g5cwj20dw0dwtc5.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gfhg77i4n5j20dw0dw41j.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gfhg77j6ytj20sg0hzjvm.jpg",无,无,2020-06-05 15:32,微博 weibo.com,33592,3935,2392
J5eBjboPC,【#美国75岁男子被警察推倒受重伤#】据CNN和路透社报道，当地时间4日，美国纽约州布法罗市的两名警察被无薪停职，因此前有视频显示这两人将一名75岁白人男子推倒在地，导致后者头部出血受重伤，目前在医院接受治疗，情况稳定，但病情严重。纽约州长科莫发推谴责称此事“可耻之极”。http://t.cn/A62Q3ZHQ ,,无,无,无,2020-06-05 15:26,微博 weibo.com,240269,4896,10752
J5eeCABwq,【#8部门集中整治网络直播#：#探索网络直播打赏带货管理规则#】针对网民反映强烈的网络直播“打赏”严重冲击主流价值观等行业突出问题，即日起，国家网信办、全国“扫黄打非”办等8部门开展网络直播行业专项整治行动：①探索实施网络直播分级分类规范，网络直播打赏、网络直播带货管理规则；②形成激励正能量内容供给的网络主播评价体系；③严厉打击违法违规直播行为，“皇冠直播”“嗨够直播”等首批#44款网络直播平台被处罚#。http://t.cn/A628b2t8 原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gfheeeapdej21340mdwpe.jpg,无,无,2020-06-05 14:30,微博 weibo.com,16669,3279,1116
J5dBwkSF8,【交通运输部：#11省份试点道路客运刷脸乘车#】交通运输部决定在天津、河北、山东、北京、江苏、江西、河南、广东、海南、贵州、宁夏等#11省份开展道路客运电子客票试点#应用。试点工作将积极为乘客提供移动终端购票、刷身份证检票等无接触式服务，具备条件的试点客运站应通过“人脸识别”系统检票乘车。http://t.cn/A62TfCWQ 原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gfhbm6nok0j20if0xgait.jpg,无,无,2020-06-05 12:54,微博 weibo.com,5221,1098,928
J5dca62Xp,【大熊猫、金丝猴！一起看#秦岭大山上的野生动物#】#今天是世界环境日#，我们享受的一切都源于自然的馈赠，然而全球#100万动植物物种正面临灭绝风险#。在西安秦岭野生动物园，栖息着大熊猫、羚牛、金丝猴等秦岭珍稀动物。@人民日报 联合陕视新闻，揭晓野生动物如何守护秦岭大山。 http://t.cn/A62QEuMq . ,,无,无,无,2020-06-05 11:51,微博原生直播,2315,645,443
J5cUXyY3k,【#教育部督办广西梧州小学持刀伤人事件#】4日，广西梧州一小学发生保安持刀伤害学生事件。教育部要求启动应急预案，迅速派人前往广西，指导地方全力救治受伤人员，速查速办。国务院教育督导委员会办公室立即印发重大事项督办单，并由一名副局长带队，会同公安部组成#联合督导组赶赴梧州#，督促地方妥善处置事件，及时回应社会关切，同时全面排查校园及周边安全隐患，严防类似事件再次发生。国务院教育督导委员会办公室同时印发了紧急通知，要求其他各省份务必引以为戒，切实树立安全第一、生命至上意识，深入开展学校安全隐患排查，大力强化日常监管，把好门，管住人，切实维护好复学复课期间教育教学秩序和师生生命安全。（人民日报记者赵婀娜） 原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gfh8l164bmj20t20hwgtn.jpg,无,无,2020-06-05 11:09,微博 weibo.com,2629,425,496
J5cT9jPQy,【今天发条微博，一起#致敬家园守护者#！】G7公路是世界上穿越沙漠最长的高速公路，为了改善沿途荒漠化的自然环境，有这样一群人，他们像守护生命一样守护着每一棵胡杨、每一棵梭梭。#今天是世界环境日#，和@胡歌 一起守护G7公路。所有的伟大，源于一个勇敢的开始，让我们一起守护人类共同的家园！  http://t.cn/A62QOwp6 ,,无,无,无,2020-06-05 11:04,微博视频,24532,22072,3098
J5czL2ZjE,【#湖南蛋白固体饮料事件属欺诈误导消费#】6月5日，#湖南公布蛋白固体饮料事件处置情况#：此次事件是经销商为扩大产品销售，对产品性能作夸大宣传的欺诈、误导消费事件。通报显示，涉事产品“倍氨敏”是湖南唯乐可健康有限公司委托天津市德恒科技有限公司生产的一款蛋白固体饮料，具有生产厂家出具的产品合格检验报告、市场监管部门委托第三方检验机构（广东省质量监督食品检验站）出具的抽检合格报告。省市联合调查组将在唯乐可公司发现的“倍氨敏”展品送至湖南省食品质量安全检验研究院进行检测，所检33 项主要质量和安全指标符合标准。目前没有发现涉案食品质量安全问题。通报显示，爱婴坊母婴店存在“对其商品作虚假或者引人误解的商业宣传，将“倍氨敏＇宣称为奶粉进行销售”的行为，当事人承认通过虚假宣传误导消费者的事实。5月28日，永兴县市场监管局向爱婴坊母婴店下达《行政处罚决定书》，责令其立即停止虚假宣传行为，顶格处以罚款200万元。#湖南涉固体饮料事件母婴店被罚200万#郴州市、永兴县两级党委、政府于5月14日、15日安排郴州市第一人民医院下属儿童医院（三甲医院）对5名儿童进行全面医学体检，对其头围、体格发育、微量元素、血常规等基本指标项目进行检查检测和综合评估。5月19日、20日和23日，省卫健委组织省儿童医院儿保科、消化科、神经内科、血液内科专家对5名儿童身体状况进行检查和评估。专家组经集体评估认为，#5名儿童不符合俗称大头娃娃症状体征#。5月14日，永兴县纪委监委对该事件履职情况展开调查，对在该事件中监管不力、工作力度不够的县市场监管局党组成员、副局长李建军和市场秩序监管股长曹石顺予以免职处理。（人民日报记者孙超） 原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1gfh72qdia7j20ob0obk0y.jpg,无,无,2020-06-05 10:17,微博 weibo.com,19297,1971,2718
J5cxR2utt,【值得看完！#微电影鸟叔#】海南岛，候鸟天堂，不少鸟类在输电铁塔上栖息筑巢，也引发了供电线路跳闸等问题。过去采用的防鸟措施，是人和鸟的“游击战”；如今周叔和同事们打算为鸟类制造几千个人工鸟巢。世界环境日，跟随微电影，看#输电塔上的硬核鸟巢#↓↓根植于内心的善念，就是最牢靠的鸟巢。  http://t.cn/A62Q6mHZ ,,无,无,无,2020-06-05 10:12,原创短剧/短片 · 视频社区,3449,1260,405
J5cofCGOV,【#巴西新冠肺炎确诊超61万#，#巴西成新冠肺炎死亡人数第三多国家#】据巴西卫生部消息，当地时间4日，巴西新增30925例新冠肺炎确诊病例，累计确诊614941例，新增死亡1473例，累计死亡34021例。在巴西出现首例新冠肺炎患者的第100天，该国单日新增死亡人数创新高，并且连续三日破千。巴西已超过意大利，成全球新冠肺炎累计死亡人数第三多的国家，仅次于美国和英国。巴西卫生部官员表示尚无法预测疫情高峰何时到来，但部分疫情较为严重的地区已出现初步平稳的迹象。（人民日报记者张远南 ） 原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gfh6983snjj20ob0obk0y.jpg,无,无,2020-06-05 09:48,微博 weibo.com,6847,470,589
J5ccfzkc9,【#弗洛伊德追悼会全体默立8分46秒#】当地时间4日，美明尼苏达州为被警察“跪杀”的非裔男子弗洛伊德举行首场官方追悼会，全体与会者默立8分46秒。前警员肖万用膝盖抵住弗洛伊德脖子致其死亡，就用了8分46秒。#弗洛伊德追悼会现场#，明尼阿波利斯市#市长跪在弗洛伊德灵柩前大哭#。（中国新闻网）http://t.cn/A62QcLOJ [组图共7张] 原图 ,,"http://ww1.sinaimg.cn/large/a716fd45ly1gfh5e42122j20pu0h8774.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gfh5e4294uj20pu0jdtb8.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gfh5e467dxj20pu0h7q4y.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gfh5e432m2j20pu0h8ju0.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gfh5e42e1mj20pu0i4q5z.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gfh5e42myij20pu0h7421.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gfh5e43cexj20pu0h8aco.jpg",无,无,2020-06-05 09:19,微博 weibo.com,31860,979,1939
J5c4TCCQM,【好消息！#武汉最后三名新冠患者出院#】6月3日，在武汉市肺科医院，最后三名在院新冠肺炎患者24小时以上两次核酸检测结果均为阴性，体温正常、症状消失。6月4日，经国家专家组评估确认，三名患者均达到出院标准。至此，#武汉在院新冠肺炎患者再次清零#。武汉市所有区均为低风险地区。（人民日报记者田豆豆） 原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1gfh4zi5r0tj20jz0tztek.jpg,无,无,2020-06-05 09:01,微博 weibo.com,61362,2928,3972
J5bZbodeS,【福建#莆田一超市10人被刺3人身亡#，嫌犯已落网】6月5日，福建省莆田市仙游公安发布通报：6月4日21时40分许，仙游县枫亭镇和平村一超市发生一起命案。现场发现有群众被刺10人，其中2人已当场死亡，1人经抢救无效死亡，另外7名伤者第一时间送医院抢救，目前无生命危险。之后警方于23时许在离案发现场约两公里的村道上抓获犯罪嫌疑人张某（男，贵州省人，35岁）。经初步审讯，犯罪嫌疑人对犯罪事实供认不讳，案件正在进一步审理之中。http://t.cn/A62Qygtl 原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1gfh4gw0kuej20i80idk0j.jpg,无,无,2020-06-05 08:46,微博 weibo.com,4666,456,1044
J5bXO1PiV,【#默克尔称美国两极分化严重#：对弗洛伊德的谋杀是恐怖的】4日接受采访时，德国总理#默克尔称对弗洛伊德的谋杀是恐怖的#。默克尔说，美国当前两极分化严重，希望各方达成共识。主持人随即说到，但是特朗普并没有这么做。默克尔回答，她与特朗普的对话内容“不能在公开场合说”。海客新闻的秒拍视频  ,,无,无,无,2020-06-05 08:43,微博 weibo.com,5136,656,631
J5bJVszwJ,【#弗洛伊德案另外3名涉事警察出庭受审#】当地时间4日，与弗洛伊德之死相关的另外三名涉事前警察亚历山大·金、托马斯·莱恩 和陶·邵在亨内平郡地方法院首次出庭受审，他们分别被指控为二级协助教唆谋杀罪和二级协助教唆过失杀人罪。法官对三人分别开出了100万美元的无条件保释金，按照惯例，被告在首次出庭时通常不会认罪，下一个开庭日期被定在6月29日。http://t.cn/A62Q2U6v 原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gfh3cn90dpj20rs0i8wgd.jpg,无,无,2020-06-05 08:09,微博 weibo.com,13253,490,1494
J5bIO3GSJ,【#上海4例境外输入追踪密切接触者113人#】#上海公布4例境外输入详情#，6月4日0—24时，报告4例境外输入性新冠肺炎确诊病例。病例1为中国籍，在美国留学，6月1日自美国出发，经埃塞俄比亚转机后于6月2日抵达上海浦东国际机场，入关后即被集中隔离观察，期间出现症状。综合流行病学史、临床症状、实验室检测和影像学检查结果等，诊断为确诊病例。病例2、病例3为巴基斯坦籍，在巴基斯坦生活，6月2日自巴基斯坦出发，当日抵达上海浦东国际机场，入关后即被集中隔离观察，期间出现症状。综合流行病学史、临床症状、实验室检测和影像学检查结果等，诊断为确诊病例。病例4为中国籍，在墨西哥工作，5月23日自墨西哥出发，经日本转机后于5月24日抵达上海浦东国际机场，入关后即被集中隔离观察，期间出现症状。综合流行病学史、临床症状、实验室检测和影像学检查结果等，诊断为确诊病例。4例境外输入性确诊病例已转至定点医疗机构救治，已追踪同航班的密切接触者113人，均已落实集中隔离观察。#上海新增境外输入4例# 原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1gfh3ayhzy7j20bj090wet.jpg,无,无,2020-06-05 08:06,微博 weibo.com,2501,392,423
J5byivyid,【#31省区市新增境外输入病例5例#：#上海新增境外输入4例#】6月4日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例5例，均为境外输入病例（上海4例，四川1例）；无新增死亡病例；无新增疑似病例。　　当日新增治愈出院病例8例，解除医学观察的密切接触者508人，重症病例减少1例。　　境外输入现有确诊病例61例（无重症病例），现有疑似病例2例。累计确诊病例1768例，累计治愈出院病例1707例，无死亡病例。　　截至6月4日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例66例（其中重症病例1例），累计治愈出院病例78327例，累计死亡病例4634例，累计报告确诊病例83027例，现有疑似病例2例。累计追踪到密切接触者746349人，尚在医学观察的密切接触者4117人。　　31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者3例（境外输入1例）；当日转为确诊病例1例（境外输入1例）；当日解除医学观察31例（境外输入2例）；尚在医学观察无症状感染者297例（境外输入41例）。　　累计收到港澳台地区通报确诊病例1587例。其中，香港特别行政区1099例（出院1042例，死亡4例），澳门特别行政区45例（出院45例），台湾地区443例（出院428例，死亡7例）。 [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/a716fd45ly1gfh2wh6113j20u01ekakd.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gfh2wh698dj20u01ekzvz.jpg",无,无,2020-06-05 07:40,微博 weibo.com,978,381,260
J5bvvEzKQ,【#我们没有照顾好大自然#】受人类活动影响，100万种物种濒临灭绝，#人类每年对自然的需求要1.6个地球才能满足#。世界各地森林大火、蝗灾横扫威胁农业、珊瑚礁大面积死亡、人畜共患病频频爆发…100秒短片告诉你，大自然如何向我们敲响警钟↓↓ #今天是世界环境日#，转发承诺：关爱自然，刻不容缓！  http://t.cn/A62Q7piZ ,,无,无,无,2020-06-05 07:33,科学科普 · 视频社区,6932,3850,1218
J58fp0ZMs,【#你好，明天#】针对一些国外政客毫无依据地指责中国瞒报疫情，钟南山院士霸气回复：不需要跟他们解释，看事实！疫情发生以来，中国向世界展现了公开、透明、负责任态度，岂是少数人否认得了的？成效来之不易，背后是最全面最严格最彻底的防控举措，是举全国之力、团结一心。事实胜于雄辩，公道自在人心！  http://t.cn/A62HbKtK ,,无,无,无,2020-06-04 23:15,微博视频,9465,1962,1225
J582JCxF6,【#钟美美班主任回应#：未要求下架也不存在约谈】“钟美美”因下架模仿老师的视频引关注，当地教育局表示，校方曾与钟美美接触。钟美美班主任回应，他只是从心理方面进行沟通，担心突然大火，若今后热度下降，会对孩子造成影响。他觉得学生的视频挺有意思，未要求下架也不存在约谈。http://t.cn/A62T0fG8 ,,无,无,无,2020-06-04 22:44,微博 weibo.com,21203,1306,2192
J57iDzZwF,【#成都允许2万个流动商贩经营点#】记者从成都市城管委了解到，成都市设置临时占道摊点、摊区2230个，允许临时越门经营点位17147个，允许流动商贩经营点20130个，增加就业人数10万人以上。#成都每天新增2千人开收钱码做小本生意#，成都市近日出台政策，明确了摊点在哪儿摆、何时摆、怎么摆、市民出现投诉怎么办等具体办法，以制度化的方式找到治理城市与方便群众的平衡点。http://t.cn/A62TmqJs 原图 ,,http://wx4.sinaimg.cn/large/a716fd45ly1gfgjs31yfrj20et0m8tcw.jpg,无,无,2020-06-04 20:51,微博 weibo.com,20282,1907,2100
J56NO5fpy,【#特朗普称病毒在中国没传开真奇怪#】近日，美国总统特朗普接受采访时称：“疫情在武汉暴发，传到了欧洲，传到了美国，传遍了世界，却无法传遍中国？这事可真奇怪。”在采访中，特朗普依然坚持指责中国，还把疫情对美国经济的冲击也归咎于此。截至目前，#美国新冠肺炎感染人数超185万#。http://t.cn/A62YTUuT 原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1gfghk18cc0j20e00n3wn8.jpg,无,无,2020-06-04 19:35,微博 weibo.com,97415,4174,9958
J567FiAsj,【#外交部回应英国首相涉港言论#：在#海外护照问题上搞政治操作没有出路#】6月4日，外交部发言人赵立坚表示，无论是在BNO问题上搞政治操作，还是国际串联试图干涉中国内政，都是没有出路的。如果英方执意单方面改变有关做法，不仅违背自身立场和承诺，也违反国际法和国际关系基本准则。我们对此坚决反对，并保留采取相应措施的权利。http://t.cn/A62TV2ow ,,无,无,无,2020-06-04 17:51,微博 weibo.com,17271,878,1415
J55Npq7o8,【人民锐评：呼吁外国制裁香港，#乱港分子奴相毕露#】全国人大做出香港国安立法决定，国人振奋，香港各界支持。乱港分子成惊弓之鸟，只能做“困兽之斗”，毫无底线、毫无廉耻。“港独”分子黄之锋等人，竟然呼吁外国制裁香港，宣扬“国际揽炒”。“洋主子”扬言取消香港特殊待遇，宵小之徒喜极而泣，真以为机会来了。这副活脱脱汉奸嘴脸，真是可恶可憎可笑。奉劝乱港分子，“洋主子”干预制裁不灵，第一个抛弃的就是你们这些“废棋”，等待你们的将是法律的严惩。http://t.cn/A62T5hVT 原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1gfgd50agzgj20m80xc4qp.jpg,无,无,2020-06-04 17:01,微博 weibo.com,9508,1099,1113
J55BKoVoY,【#赵立坚回应外媒称部分香港人想移民#：不知你想表达什么，但中国来去自由】在4日的外交部例行记者会上，日本共同社记者提问称，6月2日公布的一项香港民调显示，有超过37％受访者对前景感到悲观，有意愿离开香港，移民到其他国家和地区，比3月份调查骤增13％。对此，中国外交部发言人赵立坚回应说，不知道该记者提问想表达什么，但“中国来去自由”。http://t.cn/A62TyKzo 原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1gfgcb7qxk0j20lf0e00tk.jpg,无,无,2020-06-04 16:32,微博 weibo.com,57657,1524,3347
J55vGyozf,【#佩洛西上街同抗议者互动被指作秀#】当地时间3日，美众议议长佩洛西走到国会大厦外的街头上探访抗议者并声援示威活动。佩洛西戴着口罩，在警卫的保卫下同抗议者互动。当佩洛西离开时，一名抗议者指责她在抗议中作秀，并询问她为黑人争取了什么权益。视频发布后，也引发众多网友质疑。http://t.cn/A62YospG ,,无,无,无,2020-06-04 16:17,微博 weibo.com,8178,468,854
J55bfpogP,【#猪肉价格连续14周下跌#：#全国猪肉零售均价每公斤下降13元#】农业农村部最新数据显示，近3个月全国生猪存栏环比增长，生猪和猪肉价格连续14周下跌，30个监测省份猪肉价格均下降。全国猪肉批发均价已从2月中旬每公斤50元的阶段高点降至每公斤38元；全国猪肉零售均价比最高点下降近四分之一，每公斤降了约13元。http://t.cn/A62YFmiD 原图 ,,http://wx4.sinaimg.cn/large/a716fd45ly1gfgaf8xdnwj20p00gun1m.jpg,无,无,2020-06-04 15:27,微博 weibo.com,80339,1647,10667
J557lbUFo,【#官方发布弗洛伊德最终尸检报告#：死因为心脏骤停，新冠检测呈阳性】据外媒3日报道，美国明尼苏达州亨内平县医学检查员公布了遭警察跪压致死的非裔男子弗洛伊德的最终尸检报告，显示弗洛伊德的死因为“心脏骤停”。此外，#官方尸检报告显示弗洛伊德感染新冠病毒#，但这不是导致他死亡的原因。弗洛伊德家庭律师公布的独立尸检结果认为弗洛伊德的死因为“右侧颈动脉持续受压，阻碍了流向大脑的血液，背部的重压也阻碍了他的呼吸能力”。http://t.cn/A62YSCVW ,,无,无,无,2020-06-04 15:17,微博 weibo.com,7330,467,731
J54Syi6u3,【#河南加强版限塑令#：#河南禁用一次性塑料制品#】据河南省发改委网站，河南全省将逐步禁止生产和销售一批塑料制品，包括超薄塑料袋、超薄聚乙烯农用地膜、一次性发泡塑料餐具、一次性塑料棉签等一次性塑料制品。年底，郑州、洛阳、濮阳、许昌等4个城市开展试点示范，未来几年逐步推广到各市县。http://t.cn/A62YD2bF 原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gfg9303mrvj20ku3gudz4.jpg,无,无,2020-06-04 14:41,微博 weibo.com,22375,1205,2453
J54yYptAF,【教育部：#今年国家定向培养免费医学生6822人#】据教育部，今年中央财政支持为中西部乡镇卫生院培养订单定向免费五年制本科医学生：①共计6822人，专业包括临床医学、中医学、蒙医学、藏医学和傣医学；②报考#国家免费医学生#考生均须参加全国统一高考，单列志愿、单设批次、单独划线，本科提前批录取。③只招收农村学生。详情↓↓http://t.cn/A62l0q58 原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gfg7p5rsdgj20su1w3e2q.jpg,无,无,2020-06-04 13:53,微博 weibo.com,75385,1846,5305
J54i5b3Jj,"#广西苍梧通报小学门卫砍人事件#【#广西梧州一小学门卫砍伤多人#，重伤3人，嫌疑人已被警方控制】4日上午，广西梧州市苍梧县旺甫镇一小学发生砍人事件，多名学生被砍伤，伤者已被送往当地卫生院救治，嫌疑人已被警方控制。据当地通报，约在当天上午8:30分旺甫镇中心小学校内发生一名保安持刀砍伤多名学生和教职工重大突发事件。接到通知后，相关人员立即赶赴现场开展救援工作。据现场初步统计，受伤学生和教职工约有40名，其中重伤3人，分别为旺小校长、另一名保安、一名学生。当时已立即组织受伤人员到旺甫镇卫生院进行初步止血包扎，截至目前，已联系由市人民医院、工人医院、红会医院派出共8辆救护车将受伤的学生和教职工护送到市区医院进行救治，已联系上的部分受伤学生的家长陪同到医院。据了解，持刀伤人保安叫李小民（口述）, 男性，年龄约50岁，目前该名保安已被控制。进一步情况待续报。http://t.cn/A62Y8u3F 原图 ",,http://wx4.sinaimg.cn/large/a716fd45ly1gfg6hqf8w3j20j30kr12b.jpg,无,无,2020-06-04 13:11,微博 weibo.com,14624,1244,1525
J544S6pyR,【民航局公布#具备国际客运航班接收能力口岸城市#名单】今日，民航局公布#具备国际客运航班接收能力的口岸城市名单#，包括：北京、常州、成都、大连、福州、广州、贵阳、哈尔滨、杭州、合肥、呼和浩特、济南、昆明、兰州、南昌、南京、南宁、南通、宁波、青岛、泉州、厦门、上海、深圳、石家庄、太原、天津、温州、乌鲁木齐、无锡、武汉、西安、延吉、长春、长沙、郑州、重庆。上述城市将根据实际保障能力变化情况动态调整。http://t.cn/A62YYAL5 原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gfg5pbsty3j20jj0xg14a.jpg,无,无,2020-06-04 12:38,微博 weibo.com,17803,996,2343
J53AT5wSZ,【#南昌红谷滩杀人案二审#维持死刑原判】今天，#南昌红谷滩杀人案二审宣判#，裁定驳回上诉，维持原判，依法报请最高人民法院核准。2019年5月24日，万某弟产生杀人想法后购买了作案工具尖刀和毛巾，于当日17时许乘出租车到南昌市红谷滩新区万达广场附近寻找作案目标，发现被害人沈某某及同伴共三人迎面走来，万某弟决定杀害走在三人中间的沈某某并尾随三人身后。当行至红谷滩新区凤凰中大道上的和昌集团在建工地门口处时，万某弟持尖刀从沈某某身后往其颈脖部连刺数刀，将沈某某杀倒在地后，又往沈某某颈脖部连捅数刀，之后扔下作案尖刀逃至旁边的锐拓资本大厦地下车库。沈某某经抢救无效死亡。经法医学尸体检验鉴定，被害人沈某某系被他人用单刃刺器刺伤全身多处致大出血死亡。当日18时左右，万某弟在锐拓资本大厦地下车库内，在南昌市特警支队民警搜查过程中主动投案。经江西精神病学司法鉴定所鉴定，万某弟患有双相情感障碍，案发时处于缓解状态，辨认和控制能力完整，评定为完全刑事责任能力。2019年10月31日，江西省南昌市中级人民法院以故意杀人罪判处万某弟死刑，剥夺政治权利终身。一审宣判后，万某弟不服，提出上诉。江西省高级人民法院经过审理，认为原审判决认定事实清楚，证据确实、充分，定罪准确，量刑适当，审判程序合法，遂作出前述裁定。 [组图共2张] 原图 ,,"http://ww2.sinaimg.cn/large/a716fd45ly1gfg3ez2poij20u00hpmzc.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gfg3ez2pidj20u00k0tav.jpg",无,无,2020-06-04 11:25,微博 weibo.com,7011,575,867
J53cZwf7F,【#瑞典主推群体免疫专家后悔了#：承认“不封锁”政策致过多死亡】瑞典“群体免疫”主推手、首席流行病学家特格内尔3日表示，该国本应采取更多限制措施控制新冠病毒的传播。此外，#瑞典专家承认群体免疫政策导致过多死亡#。面对疫情，瑞典一直拒绝实施强制性封城令，防疫很大程度上靠民众自觉，试图实现所谓“群体免疫”。目前，瑞典是世界上新冠病毒死亡率最高的国家之一，其死亡率较周边的北欧国家高出4倍。http://t.cn/A62YIJ9E [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/a716fd45ly1gfg1lh0ix2j20u00kxju3.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gfg1lgznarj20kk0p3q5v.jpg",无,无,2020-06-04 10:26,微博 weibo.com,37646,1518,2225
J52Z8dLOE,【#民航局调整国际客运航班#：#6月8日起实施航班奖励和熔断措施#】6月8日起，将以入境航班落地后旅客核酸检测结果为依据，对航班实施熔断和奖励措施。①奖励措施：航空公司同一航线航班，入境后核酸检测结果为阳性的旅客人数连续3周为零的，可在航线经营许可规定的航班量范围内增加每周1班，最多达到每周2班。②熔断措施：航空公司同一航线航班，入境后核酸检测结果为阳性的旅客人数达到5个的，暂停该公司该航线运行1周；达到10个的，暂停该公司该航线运行4周。“熔断”的航班量不得调整用于其他航线。“熔断”期结束后，航空公司方可恢复每周1班航班计划。http://t.cn/A62Y5qvQ 原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gfg0qco4hoj20jj1akap0.jpg,无,无,2020-06-04 09:52,微博 weibo.com,18523,1615,2436
J52sdiIqN,【#涉美国非裔男子死亡案4名前警员被拘留#】据环球网，目前#黑人之死涉事4名警察被拘留#。当地时间3日，涉事警察托马斯•莱恩和陶•邵当天下午被送往亨内平县监狱。涉事警察亚历山大•金的律师称，当事人在下午早些时候已经自首。“跪杀”弗洛伊德的前警察德里克•肖文则被控二级谋杀罪，自上周起一直被拘留。http://t.cn/A62Y7fpB 原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gffydu9a8dj20f008fweq.jpg,无,无,2020-06-04 08:31,微博 weibo.com,12167,602,1633
